,date,stadium,pitcher,batter,outs,home_score,away_score,descr,inning,side,bases
2042,2012-10-21,AT&T Park,romose01,molinya01,0,6,1,Flyout,9,top,
2043,2012-10-21,AT&T Park,romose01,freesda01,1,6,1,Strikeout,9,top,
2044,2012-10-21,AT&T Park,romose01,descada01,2,6,1,Flyout,9,top,
2045,2012-10-22,AT&T Park,cainma01,jayjo02,0,0,0,Strikeout,1,top,
2046,2012-10-22,AT&T Park,cainma01,beltrca01,1,0,0,Single,1,top,
2047,2012-10-22,AT&T Park,cainma01,hollima01,1,0,0,Flyout,1,top,1b
2048,2012-10-22,AT&T Park,cainma01,craigal01,2,0,0,Pop Out,1,top,2b
2049,2012-10-22,AT&T Park,lohseky01,paganan01,0,0,0,Single,1,bottom,
2050,2012-10-22,AT&T Park,lohseky01,scutama01,0,0,0,Single,1,bottom,1b
2051,2012-10-22,AT&T Park,lohseky01,sandopa01,0,0,0,Groundout,1,bottom,1b3b
2052,2012-10-22,AT&T Park,lohseky01,poseybu01,1,1,0,Groundout,1,bottom,2b
2053,2012-10-22,AT&T Park,lohseky01,pencehu01,2,1,0,Strikeout,1,bottom,2b
2054,2012-10-22,AT&T Park,cainma01,molinya01,0,1,0,Single,2,top,
2055,2012-10-22,AT&T Park,cainma01,freesda01,0,1,0,Walk,2,top,1b
2056,2012-10-22,AT&T Park,cainma01,descada01,0,1,0,Forceout,2,top,1b2b
2057,2012-10-22,AT&T Park,cainma01,kozmape01,1,1,0,Strikeout,2,top,1b3b
2058,2012-10-22,AT&T Park,cainma01,lohseky01,2,1,0,Lineout,2,top,2b3b
2059,2012-10-22,AT&T Park,lohseky01,beltbr01,0,1,0,Groundout,2,bottom,
2060,2012-10-22,AT&T Park,lohseky01,blancgr01,1,1,0,Single,2,bottom,
2061,2012-10-22,AT&T Park,lohseky01,crawfbr01,1,1,0,Groundout,2,bottom,1b
2062,2012-10-22,AT&T Park,lohseky01,cainma01,2,1,0,Single,2,bottom,2b
2063,2012-10-22,AT&T Park,lohseky01,paganan01,2,2,0,Flyout,2,bottom,1b
2064,2012-10-22,AT&T Park,cainma01,jayjo02,0,2,0,Single,3,top,
2065,2012-10-22,AT&T Park,cainma01,beltrca01,0,2,0,Groundout,3,top,1b
2066,2012-10-22,AT&T Park,cainma01,hollima01,1,2,0,Flyout,3,top,2b
2067,2012-10-22,AT&T Park,cainma01,craigal01,2,2,0,Lineout,3,top,3b
2068,2012-10-22,AT&T Park,lohseky01,scutama01,0,2,0,Single,3,bottom,
2069,2012-10-22,AT&T Park,lohseky01,sandopa01,0,2,0,Double,3,bottom,1b
2070,2012-10-22,AT&T Park,lohseky01,poseybu01,0,2,0,Walk,3,bottom,2b3b
2071,2012-10-22,AT&T Park,kellyjo05,pencehu01,0,2,0,Double,3,bottom,1b2b3b
2072,2012-10-22,AT&T Park,kellyjo05,beltbr01,0,5,0,Single,3,bottom,2b
2073,2012-10-22,AT&T Park,kellyjo05,blancgr01,0,5,0,Walk,3,bottom,1b3b
2074,2012-10-22,AT&T Park,kellyjo05,crawfbr01,0,5,0,Fielders Choice,3,bottom,1b2b3b
2075,2012-10-22,AT&T Park,kellyjo05,cainma01,0,6,0,Strikeout,3,bottom,1b2b3b
2076,2012-10-22,AT&T Park,kellyjo05,paganan01,1,6,0,Forceout,3,bottom,1b2b3b
2077,2012-10-22,AT&T Park,kellyjo05,scutama01,2,7,0,Walk,3,bottom,1b3b
2078,2012-10-22,AT&T Park,mujiced01,sandopa01,2,7,0,Lineout,3,bottom,1b2b3b
2079,2012-10-22,AT&T Park,cainma01,molinya01,0,7,0,Single,4,top,
2080,2012-10-22,AT&T Park,cainma01,freesda01,0,7,0,Flyout,4,top,1b
2081,2012-10-22,AT&T Park,cainma01,descada01,1,7,0,Strikeout,4,top,1b
2082,2012-10-22,AT&T Park,cainma01,kozmape01,2,7,0,Groundout,4,top,1b
2083,2012-10-22,AT&T Park,mujiced01,poseybu01,0,7,0,Groundout,4,bottom,
2084,2012-10-22,AT&T Park,mujiced01,pencehu01,1,7,0,Single,4,bottom,
2085,2012-10-22,AT&T Park,mujiced01,beltbr01,1,7,0,Lineout,4,bottom,1b
2086,2012-10-22,AT&T Park,mujiced01,blancgr01,2,7,0,Groundout,4,bottom,1b
2087,2012-10-22,AT&T Park,cainma01,chambad01,0,7,0,Lineout,5,top,
2088,2012-10-22,AT&T Park,cainma01,jayjo02,1,7,0,Groundout,5,top,
2089,2012-10-22,AT&T Park,cainma01,beltrca01,2,7,0,Flyout,5,top,
2090,2012-10-22,AT&T Park,rosentr01,crawfbr01,0,7,0,Strikeout,5,bottom,
2091,2012-10-22,AT&T Park,rosentr01,cainma01,1,7,0,Strikeout,5,bottom,
2092,2012-10-22,AT&T Park,rosentr01,paganan01,2,7,0,Strikeout,5,bottom,
2093,2012-10-22,AT&T Park,cainma01,hollima01,0,7,0,Hit By Pitch,6,top,
2094,2012-10-22,AT&T Park,cainma01,craigal01,0,7,0,Lineout,6,top,1b
2095,2012-10-22,AT&T Park,cainma01,molinya01,1,7,0,Single,6,top,1b
2096,2012-10-22,AT&T Park,cainma01,freesda01,1,7,0,Strikeout,6,top,1b2b
2097,2012-10-22,AT&T Park,affelje01,descada01,2,7,0,Pop Out,6,top,1b2b
2098,2012-10-22,AT&T Park,rosentr01,scutama01,0,7,0,Flyout,6,bottom,
2099,2012-10-22,AT&T Park,rosentr01,sandopa01,1,7,0,Walk,6,bottom,
2100,2012-10-22,AT&T Park,rosentr01,poseybu01,1,7,0,Single,6,bottom,1b
2101,2012-10-22,AT&T Park,rosentr01,pencehu01,1,7,0,Strikeout,6,bottom,1b2b
2102,2012-10-22,AT&T Park,rosentr01,beltbr01,2,7,0,Groundout,6,bottom,1b2b
2103,2012-10-22,AT&T Park,affelje01,kozmape01,0,7,0,Strikeout,7,top,
2104,2012-10-22,AT&T Park,affelje01,robinsh01,1,7,0,Strikeout,7,top,
2105,2012-10-22,AT&T Park,affelje01,jayjo02,2,7,0,Walk,7,top,
2106,2012-10-22,AT&T Park,affelje01,beltrca01,2,7,0,Forceout,7,top,1b
2107,2012-10-22,AT&T Park,boggsmi01,blancgr01,0,7,0,Walk,7,bottom,
2108,2012-10-22,AT&T Park,boggsmi01,crawfbr01,0,7,0,Single,7,bottom,1b
2109,2012-10-22,AT&T Park,boggsmi01,paganan01,2,8,0,Single,7,bottom,
2110,2012-10-22,AT&T Park,boggsmi01,scutama01,2,8,0,Single,7,bottom,1b
2111,2012-10-22,AT&T Park,salasfe01,sandopa01,2,8,0,Field Error,7,bottom,1b2b
2112,2012-10-22,AT&T Park,garcija01,hollima01,0,8,0,Single,8,top,
2113,2012-10-22,AT&T Park,garcija01,craigal01,0,8,0,Flyout,8,top,1b
2114,2012-10-22,AT&T Park,garcija01,molinya01,1,8,0,Single,8,top,1b
2115,2012-10-22,AT&T Park,garcija01,freesda01,1,8,0,Groundout,8,top,2b3b
2116,2012-10-22,AT&T Park,lopezja02,cruzto03,2,8,0,Strikeout,8,top,2b3b
2117,2012-10-22,AT&T Park,motteja01,poseybu01,0,8,0,Groundout,8,bottom,
2118,2012-10-22,AT&T Park,motteja01,pencehu01,1,8,0,Flyout,8,bottom,
2119,2012-10-22,AT&T Park,motteja01,beltbr01,2,8,0,Home Run,8,bottom,
2120,2012-10-22,AT&T Park,motteja01,blancgr01,2,9,0,Groundout,8,bottom,
2121,2012-10-22,AT&T Park,lopezja02,kozmape01,0,9,0,Walk,9,top,
2122,2012-10-22,AT&T Park,lopezja02,schumsk01,0,9,0,Forceout,9,top,1b
2123,2012-10-22,AT&T Park,lopezja02,jayjo02,1,9,0,Strikeout,9,top,1b
2124,2012-10-22,AT&T Park,lopezja02,beltrca01,2,9,0,Walk,9,top,1b
2125,2012-10-22,AT&T Park,romose01,hollima01,2,9,0,Pop Out,9,top,2b3b
2126,2012-10-24,AT&T Park,verlaju01,paganan01,0,0,0,Groundout,1,bottom,
2127,2012-10-24,AT&T Park,verlaju01,scutama01,1,0,0,Groundout,1,bottom,
2128,2012-10-24,AT&T Park,verlaju01,sandopa01,2,0,0,Home Run,1,bottom,
2129,2012-10-24,AT&T Park,verlaju01,poseybu01,2,1,0,Strikeout,1,bottom,
2130,2012-10-24,AT&T Park,verlaju01,pencehu01,0,1,0,Strikeout,2,bottom,
2131,2012-10-24,AT&T Park,verlaju01,beltbr01,1,1,0,Flyout,2,bottom,
2132,2012-10-24,AT&T Park,verlaju01,blancgr01,2,1,0,Groundout,2,bottom,
2133,2012-10-24,AT&T Park,verlaju01,crawfbr01,0,1,0,Lineout,3,bottom,
2134,2012-10-24,AT&T Park,verlaju01,paganan01,2,1,0,Double,3,bottom,
2135,2012-10-24,AT&T Park,verlaju01,scutama01,2,1,0,Single,3,bottom,2b
2136,2012-10-24,AT&T Park,verlaju01,sandopa01,2,2,0,Home Run,3,bottom,1b
2137,2012-10-24,AT&T Park,verlaju01,poseybu01,2,4,0,Single,3,bottom,
2138,2012-10-24,AT&T Park,verlaju01,pencehu01,2,4,0,Forceout,3,bottom,1b
2139,2012-10-24,AT&T Park,verlaju01,beltbr01,0,4,0,Walk,4,bottom,
2140,2012-10-24,AT&T Park,verlaju01,blancgr01,0,4,0,Strikeout,4,bottom,1b
2141,2012-10-24,AT&T Park,verlaju01,crawfbr01,1,4,0,Groundout,4,bottom,1b
2142,2012-10-24,AT&T Park,verlaju01,paganan01,2,5,0,Groundout,4,bottom,1b
2143,2012-10-24,AT&T Park,albural01,scutama01,0,5,0,Groundout,5,bottom,
2144,2012-10-24,AT&T Park,albural01,sandopa01,1,5,0,Home Run,5,bottom,
2145,2012-10-24,AT&T Park,albural01,poseybu01,1,6,0,Groundout,5,bottom,
2146,2012-10-24,AT&T Park,albural01,pencehu01,2,6,0,Strikeout,5,bottom,
2147,2012-10-24,AT&T Park,linceti01,peraljh01,2,6,1,Strikeout,6,top,1b2b
2148,2012-10-24,AT&T Park,albural01,beltbr01,0,6,1,Flyout,6,bottom,
2149,2012-10-24,AT&T Park,albural01,blancgr01,1,6,1,Strikeout,6,bottom,
2150,2012-10-24,AT&T Park,albural01,crawfbr01,2,6,1,Groundout,6,bottom,
2151,2012-10-24,AT&T Park,linceti01,garciav01,0,6,1,Strikeout,7,top,
2152,2012-10-24,AT&T Park,linceti01,avilaal01,1,6,1,Strikeout,7,top,
2153,2012-10-24,AT&T Park,linceti01,berryqu01,2,6,1,Groundout,7,top,
2154,2012-10-24,AT&T Park,benoijo01,pencehu01,1,8,1,Strikeout,7,bottom,2b3b
2155,2012-10-24,AT&T Park,benoijo01,beltbr01,2,8,1,Strikeout,7,bottom,2b3b
2156,2012-10-24,AT&T Park,linceti01,jacksau01,0,8,1,Strikeout,8,top,
2157,2012-10-24,AT&T Park,linceti01,infanom01,1,8,1,Groundout,8,top,
2158,2012-10-24,AT&T Park,linceti01,cabremi01,2,8,1,Strikeout,8,top,
2159,2012-10-24,AT&T Park,porceri01,blancgr01,0,8,1,Strikeout,8,bottom,
2160,2012-10-24,AT&T Park,porceri01,crawfbr01,1,8,1,Lineout,8,bottom,
2161,2012-10-24,AT&T Park,mijarjo01,fieldpr01,0,8,1,Groundout,9,top,
2162,2012-10-24,AT&T Park,kontoge01,youngde03,1,8,1,Single,9,top,
2163,2012-10-24,AT&T Park,kontoge01,peraljh01,1,8,1,Home Run,9,top,1b
2164,2012-10-24,AT&T Park,kontoge01,dirksan01,1,8,3,Groundout,9,top,
2165,2012-10-24,AT&T Park,kontoge01,avilaal01,2,8,3,Walk,9,top,
2166,2012-10-24,AT&T Park,affelje01,santira01,2,8,3,Forceout,9,top,1b
2167,2012-10-25,AT&T Park,bumgama01,jacksau01,0,0,0,Strikeout,1,top,
2168,2012-10-25,AT&T Park,bumgama01,infanom01,1,0,0,Strikeout,1,top,
2169,2012-10-25,AT&T Park,bumgama01,cabremi01,2,0,0,Groundout,1,top,
2170,2012-10-25,AT&T Park,fistedo01,paganan01,0,0,0,Strikeout,1,bottom,
2171,2012-10-25,AT&T Park,fistedo01,scutama01,1,0,0,Groundout,1,bottom,
2172,2012-10-25,AT&T Park,fistedo01,sandopa01,2,0,0,Flyout,1,bottom,
2173,2012-10-25,AT&T Park,bumgama01,fieldpr01,0,0,0,Hit By Pitch,2,top,
2174,2012-10-25,AT&T Park,bumgama01,youngde03,0,0,0,Double,2,top,1b
2175,2012-10-25,AT&T Park,bumgama01,peraljh01,1,0,0,Pop Out,2,top,2b
2176,2012-10-25,AT&T Park,bumgama01,garciav01,2,0,0,Strikeout,2,top,2b
2177,2012-10-25,AT&T Park,fistedo01,poseybu01,0,0,0,Single,2,bottom,
2178,2012-10-25,AT&T Park,fistedo01,pencehu01,0,0,0,Flyout,2,bottom,1b
2179,2012-10-25,AT&T Park,fistedo01,beltbr01,1,0,0,Strikeout,2,bottom,1b
2180,2012-10-25,AT&T Park,fistedo01,blancgr01,2,0,0,Single,2,bottom,1b
2181,2012-10-25,AT&T Park,fistedo01,crawfbr01,2,0,0,Walk,2,bottom,1b2b
2182,2012-10-25,AT&T Park,fistedo01,bumgama01,2,0,0,Pop Out,2,bottom,1b2b3b
2183,2012-10-25,AT&T Park,bumgama01,lairdge01,0,0,0,Flyout,3,top,
2184,2012-10-25,AT&T Park,bumgama01,fistedo01,1,0,0,Strikeout,3,top,
2185,2012-10-25,AT&T Park,bumgama01,jacksau01,2,0,0,Strikeout,3,top,
2186,2012-10-25,AT&T Park,fistedo01,paganan01,0,0,0,Groundout,3,bottom,
2187,2012-10-25,AT&T Park,fistedo01,scutama01,1,0,0,Groundout,3,bottom,
2188,2012-10-25,AT&T Park,fistedo01,sandopa01,2,0,0,Groundout,3,bottom,
2189,2012-10-25,AT&T Park,bumgama01,infanom01,0,0,0,Single,4,top,
2190,2012-10-25,AT&T Park,bumgama01,cabremi01,0,0,0,Lineout,4,top,1b
2191,2012-10-25,AT&T Park,bumgama01,fieldpr01,1,0,0,Flyout,4,top,1b
2192,2012-10-25,AT&T Park,bumgama01,youngde03,2,0,0,Runner Out,4,top,
2193,2012-10-25,AT&T Park,fistedo01,poseybu01,0,0,0,Flyout,4,bottom,
2194,2012-10-25,AT&T Park,fistedo01,pencehu01,1,0,0,Flyout,4,bottom,
2195,2012-10-25,AT&T Park,fistedo01,beltbr01,2,0,0,Lineout,4,bottom,
2196,2012-10-25,AT&T Park,bumgama01,youngde03,0,0,0,Strikeout,5,top,
2197,2012-10-25,AT&T Park,bumgama01,peraljh01,1,0,0,Flyout,5,top,
2198,2012-10-25,AT&T Park,bumgama01,garciav01,2,0,0,Groundout,5,top,
2199,2012-10-25,AT&T Park,fistedo01,blancgr01,0,0,0,Bunt Groundout,5,bottom,
2200,2012-10-25,AT&T Park,fistedo01,crawfbr01,1,0,0,Groundout,5,bottom,
2201,2012-10-25,AT&T Park,fistedo01,bumgama01,2,0,0,Strikeout,5,bottom,
2202,2012-10-25,AT&T Park,bumgama01,lairdge01,0,0,0,Strikeout,6,top,
2203,2012-10-25,AT&T Park,bumgama01,fistedo01,1,0,0,Groundout,6,top,
2204,2012-10-25,AT&T Park,bumgama01,jacksau01,2,0,0,Walk,6,top,
2205,2012-10-25,AT&T Park,bumgama01,infanom01,2,0,0,Strikeout,6,top,1b
2206,2012-10-25,AT&T Park,fistedo01,paganan01,0,0,0,Flyout,6,bottom,
2207,2012-10-25,AT&T Park,fistedo01,scutama01,1,0,0,Pop Out,6,bottom,
2208,2012-10-25,AT&T Park,fistedo01,sandopa01,2,0,0,Single,6,bottom,
2209,2012-10-25,AT&T Park,fistedo01,poseybu01,2,0,0,Flyout,6,bottom,1b
2210,2012-10-25,AT&T Park,bumgama01,cabremi01,0,0,0,Walk,7,top,
2211,2012-10-25,AT&T Park,bumgama01,fieldpr01,0,0,0,Grounded Into DP,7,top,1b
2212,2012-10-25,AT&T Park,bumgama01,youngde03,2,0,0,Groundout,7,top,
2213,2012-10-25,AT&T Park,fistedo01,pencehu01,0,0,0,Single,7,bottom,
2214,2012-10-25,AT&T Park,smylydr01,beltbr01,0,0,0,Walk,7,bottom,1b
2215,2012-10-25,AT&T Park,smylydr01,blancgr01,0,0,0,Single,7,bottom,1b2b
2216,2012-10-25,AT&T Park,smylydr01,crawfbr01,0,0,0,Grounded Into DP,7,bottom,1b2b3b
2217,2012-10-25,AT&T Park,garcija01,peraljh01,0,1,0,Pop Out,8,top,
2218,2012-10-25,AT&T Park,garcija01,dirksan01,1,1,0,Groundout,8,top,
2219,2012-10-25,AT&T Park,garcija01,lairdge01,2,1,0,Groundout,8,top,
2220,2012-10-25,AT&T Park,smylydr01,paganan01,0,1,0,Walk,8,bottom,
2221,2012-10-25,AT&T Park,smylydr01,scutama01,0,1,0,Strikeout,8,bottom,1b
2222,2012-10-25,AT&T Park,smylydr01,sandopa01,1,1,0,Intent Walk,8,bottom,2b
2223,2012-10-25,AT&T Park,cokeph01,beltbr01,2,2,0,Strikeout,8,bottom,1b3b
2224,2012-10-25,AT&T Park,romose01,berryqu01,0,2,0,Flyout,9,top,
2225,2012-10-25,AT&T Park,romose01,jacksau01,1,2,0,Strikeout,9,top,
2226,2012-10-25,AT&T Park,romose01,infanom01,2,2,0,Pop Out,9,top,
2227,2012-10-27,Comerica Park,sanchan01,paganan01,0,0,0,Groundout,1,top,
2228,2012-10-27,Comerica Park,sanchan01,scutama01,1,0,0,Groundout,1,top,
2229,2012-10-27,Comerica Park,sanchan01,sandopa01,2,0,0,Single,1,top,
2230,2012-10-27,Comerica Park,sanchan01,poseybu01,2,0,0,Strikeout,1,top,1b
2231,2012-10-27,Comerica Park,vogelry01,jacksau01,0,0,0,Groundout,1,bottom,
2232,2012-10-27,Comerica Park,vogelry01,berryqu01,1,0,0,Walk,1,bottom,
2233,2012-10-27,Comerica Park,vogelry01,cabremi01,1,0,0,Single,1,bottom,1b
2234,2012-10-27,Comerica Park,vogelry01,fieldpr01,1,0,0,Grounded Into DP,1,bottom,1b2b
2235,2012-10-27,Comerica Park,sanchan01,pencehu01,0,0,0,Walk,2,top,
2236,2012-10-27,Comerica Park,sanchan01,beltbr01,0,0,0,Strikeout,2,top,1b
2237,2012-10-27,Comerica Park,sanchan01,blancgr01,1,0,0,Triple,2,top,3b
2238,2012-10-27,Comerica Park,sanchan01,sanchhe01,1,0,1,Strikeout,2,top,3b
2239,2012-10-27,Comerica Park,sanchan01,crawfbr01,2,0,1,Single,2,top,3b
2240,2012-10-27,Comerica Park,sanchan01,paganan01,2,0,2,Groundout,2,top,2b
2241,2012-10-27,Comerica Park,vogelry01,youngde03,0,0,2,Flyout,2,bottom,
2242,2012-10-27,Comerica Park,vogelry01,dirksan01,1,0,2,Flyout,2,bottom,
2243,2012-10-27,Comerica Park,vogelry01,peraljh01,2,0,2,Flyout,2,bottom,
2244,2012-10-27,Comerica Park,sanchan01,scutama01,0,0,2,Strikeout,3,top,
2245,2012-10-27,Comerica Park,sanchan01,sandopa01,1,0,2,Groundout,3,top,
2246,2012-10-27,Comerica Park,sanchan01,poseybu01,2,0,2,Pop Out,3,top,
2247,2012-10-27,Comerica Park,vogelry01,avilaal01,0,0,2,Strikeout,3,bottom,
2248,2012-10-27,Comerica Park,vogelry01,infanom01,1,0,2,Single,3,bottom,
2249,2012-10-27,Comerica Park,vogelry01,jacksau01,1,0,2,Single,3,bottom,1b
2250,2012-10-27,Comerica Park,vogelry01,berryqu01,1,0,2,Grounded Into DP,3,bottom,1b2b
2251,2012-10-27,Comerica Park,sanchan01,pencehu01,0,0,2,Single,4,top,
2252,2012-10-27,Comerica Park,sanchan01,beltbr01,0,0,2,Flyout,4,top,1b
2253,2012-10-27,Comerica Park,sanchan01,blancgr01,1,0,2,Flyout,4,top,1b
2254,2012-10-27,Comerica Park,sanchan01,sanchhe01,2,0,2,Strikeout,4,top,1b
2255,2012-10-27,Comerica Park,vogelry01,cabremi01,0,0,2,Lineout,4,bottom,
2256,2012-10-27,Comerica Park,vogelry01,fieldpr01,1,0,2,Strikeout,4,bottom,
2257,2012-10-27,Comerica Park,vogelry01,youngde03,2,0,2,Walk,4,bottom,
2258,2012-10-27,Comerica Park,vogelry01,dirksan01,2,0,2,Groundout,4,bottom,1b
2259,2012-10-27,Comerica Park,sanchan01,crawfbr01,0,0,2,Strikeout,5,top,
2260,2012-10-27,Comerica Park,sanchan01,paganan01,1,0,2,Flyout,5,top,
2261,2012-10-27,Comerica Park,sanchan01,scutama01,2,0,2,Groundout,5,top,
2262,2012-10-27,Comerica Park,vogelry01,peraljh01,0,0,2,Lineout,5,bottom,
2263,2012-10-27,Comerica Park,vogelry01,avilaal01,1,0,2,Single,5,bottom,
2264,2012-10-27,Comerica Park,vogelry01,infanom01,1,0,2,Single,5,bottom,1b
2265,2012-10-27,Comerica Park,vogelry01,jacksau01,1,0,2,Walk,5,bottom,1b2b
2266,2012-10-27,Comerica Park,vogelry01,berryqu01,1,0,2,Strikeout,5,bottom,1b2b3b
2267,2012-10-27,Comerica Park,vogelry01,cabremi01,2,0,2,Pop Out,5,bottom,1b2b3b
2268,2012-10-27,Comerica Park,sanchan01,sandopa01,0,0,2,Lineout,6,top,
2269,2012-10-27,Comerica Park,sanchan01,poseybu01,1,0,2,Pop Out,6,top,
2270,2012-10-27,Comerica Park,sanchan01,pencehu01,2,0,2,Single,6,top,
2271,2012-10-27,Comerica Park,sanchan01,beltbr01,2,0,2,Strikeout,6,top,1b
2272,2012-10-27,Comerica Park,vogelry01,fieldpr01,0,0,2,Lineout,6,bottom,
2273,2012-10-27,Comerica Park,vogelry01,youngde03,1,0,2,Groundout,6,bottom,
2274,2012-10-27,Comerica Park,vogelry01,dirksan01,2,0,2,Walk,6,bottom,
2275,2012-10-27,Comerica Park,linceti01,peraljh01,2,0,2,Flyout,6,bottom,1b
2276,2012-10-27,Comerica Park,sanchan01,blancgr01,0,0,2,Groundout,7,top,
2277,2012-10-27,Comerica Park,sanchan01,sanchhe01,1,0,2,Flyout,7,top,
2278,2012-10-27,Comerica Park,sanchan01,crawfbr01,2,0,2,Single,7,top,
2279,2012-10-27,Comerica Park,sanchan01,paganan01,2,0,2,Strikeout,7,top,2b
2280,2012-10-27,Comerica Park,linceti01,avilaal01,0,0,2,Groundout,7,bottom,
2281,2012-10-27,Comerica Park,linceti01,infanom01,1,0,2,Flyout,7,bottom,
2282,2012-10-27,Comerica Park,linceti01,jacksau01,2,0,2,Walk,7,bottom,
2283,2012-10-27,Comerica Park,linceti01,berryqu01,2,0,2,Strikeout,7,bottom,1b
2284,2012-10-27,Comerica Park,benoijo01,scutama01,0,0,2,Groundout,8,top,
2285,2012-10-27,Comerica Park,benoijo01,sandopa01,1,0,2,Double,8,top,
2286,2012-10-27,Comerica Park,benoijo01,poseybu01,1,0,2,Strikeout,8,top,2b
2287,2012-10-27,Comerica Park,benoijo01,pencehu01,2,0,2,Groundout,8,top,2b
2288,2012-10-27,Comerica Park,linceti01,cabremi01,0,0,2,Groundout,8,bottom,
2289,2012-10-27,Comerica Park,linceti01,fieldpr01,1,0,2,Strikeout,8,bottom,
2290,2012-10-27,Comerica Park,linceti01,youngde03,2,0,2,Field Error,8,bottom,
2291,2012-10-27,Comerica Park,linceti01,dirksan01,2,0,2,Strikeout,8,bottom,1b
2292,2012-10-27,Comerica Park,cokeph01,beltbr01,0,0,2,Strikeout,9,top,
2293,2012-10-27,Comerica Park,cokeph01,blancgr01,1,0,2,Strikeout,9,top,
2294,2012-10-27,Comerica Park,cokeph01,sanchhe01,2,0,2,Strikeout,9,top,
2295,2012-10-27,Comerica Park,romose01,peraljh01,0,0,2,Flyout,9,bottom,
2296,2012-10-27,Comerica Park,romose01,avilaal01,1,0,2,Flyout,9,bottom,
2297,2012-10-27,Comerica Park,romose01,infanom01,2,0,2,Strikeout,9,bottom,
2298,2012-10-28,Comerica Park,scherma01,paganan01,0,0,0,Strikeout,1,top,
2299,2012-10-28,Comerica Park,scherma01,scutama01,1,0,0,Flyout,1,top,
2300,2012-10-28,Comerica Park,scherma01,sandopa01,2,0,0,Strikeout,1,top,
2301,2012-10-28,Comerica Park,cainma01,jacksau01,0,0,0,Groundout,1,bottom,
2302,2012-10-28,Comerica Park,cainma01,berryqu01,1,0,0,Groundout,1,bottom,
2303,2012-10-28,Comerica Park,cainma01,cabremi01,2,0,0,Walk,1,bottom,
2304,2012-10-28,Comerica Park,cainma01,fieldpr01,2,0,0,Strikeout,1,bottom,1b
2305,2012-10-28,Comerica Park,scherma01,poseybu01,0,0,0,Strikeout,2,top,
2306,2012-10-28,Comerica Park,scherma01,pencehu01,1,0,0,Double,2,top,
2307,2012-10-28,Comerica Park,scherma01,beltbr01,1,0,0,Triple,2,top,2b
2308,2012-10-28,Comerica Park,scherma01,blancgr01,1,0,1,Groundout,2,top,3b
2309,2012-10-28,Comerica Park,cainma01,youngde03,0,0,1,Single,2,bottom,
2310,2012-10-28,Comerica Park,cainma01,dirksan01,0,0,1,Flyout,2,bottom,1b
2311,2012-10-28,Comerica Park,cainma01,peraljh01,1,0,1,Pop Out,2,bottom,1b
2312,2012-10-28,Comerica Park,cainma01,infanom01,2,0,1,Forceout,2,bottom,1b
2313,2012-10-28,Comerica Park,scherma01,crawfbr01,0,0,1,Single,3,top,
2314,2012-10-28,Comerica Park,scherma01,paganan01,0,0,1,Flyout,3,top,1b
2315,2012-10-28,Comerica Park,scherma01,scutama01,1,0,1,Flyout,3,top,1b
2316,2012-10-28,Comerica Park,scherma01,sandopa01,2,0,1,Single,3,top,1b
2317,2012-10-28,Comerica Park,scherma01,poseybu01,2,0,1,Flyout,3,top,1b3b
2318,2012-10-28,Comerica Park,cainma01,lairdge01,0,0,1,Groundout,3,bottom,
2319,2012-10-28,Comerica Park,cainma01,jacksau01,1,0,1,Walk,3,bottom,
2320,2012-10-28,Comerica Park,cainma01,berryqu01,1,0,1,Bunt Groundout,3,bottom,1b
2321,2012-10-28,Comerica Park,cainma01,cabremi01,2,0,1,Home Run,3,bottom,2b
2322,2012-10-28,Comerica Park,cainma01,fieldpr01,2,2,1,Groundout,3,bottom,
2323,2012-10-28,Comerica Park,scherma01,pencehu01,0,2,1,Strikeout,4,top,
2324,2012-10-28,Comerica Park,scherma01,beltbr01,1,2,1,Walk,4,top,
2325,2012-10-28,Comerica Park,scherma01,blancgr01,1,2,1,Strikeout - DP,4,top,1b
2326,2012-10-28,Comerica Park,cainma01,youngde03,0,2,1,Strikeout,4,bottom,
2327,2012-10-28,Comerica Park,cainma01,dirksan01,1,2,1,Groundout,4,bottom,
2328,2012-10-28,Comerica Park,cainma01,peraljh01,2,2,1,Strikeout,4,bottom,
2329,2012-10-28,Comerica Park,scherma01,crawfbr01,1,2,1,Pop Out,5,top,
2330,2012-10-28,Comerica Park,scherma01,paganan01,2,2,1,Groundout,5,top,
2331,2012-10-28,Comerica Park,cainma01,infanom01,0,2,1,Single,5,bottom,
2332,2012-10-28,Comerica Park,cainma01,lairdge01,0,2,1,Bunt Pop Out,5,bottom,1b
2333,2012-10-28,Comerica Park,cainma01,jacksau01,1,2,1,Flyout,5,bottom,1b
2334,2012-10-28,Comerica Park,cainma01,berryqu01,2,2,1,Groundout,5,bottom,1b
2335,2012-10-28,Comerica Park,scherma01,scutama01,0,2,1,Single,6,top,
2336,2012-10-28,Comerica Park,scherma01,sandopa01,0,2,1,Strikeout,6,top,1b
2337,2012-10-28,Comerica Park,scherma01,poseybu01,1,2,1,Home Run,6,top,1b
2338,2012-10-28,Comerica Park,scherma01,pencehu01,1,2,3,Strikeout,6,top,
2339,2012-10-28,Comerica Park,scherma01,beltbr01,2,2,3,Flyout,6,top,
2340,2012-10-28,Comerica Park,cainma01,cabremi01,0,2,3,Strikeout,6,bottom,
